C,H,O,N,em,DBE
30,41,0,0,{401.3213749001: 'C30'},10.0
30,41,1,0,{417.3162895201: 'C30'},10.0
30,41,2,0,{433.3112041401: 'C30'},10.0
30,41,3,0,{449.3061187601: 'C30'},10.0
30,41,4,0,{465.3010333801: 'C30'},10.0
30,42,0,1,{416.3322739363: 'C30'},10.0
30,42,1,1,{432.3271885563: 'C30'},10.0
30,42,2,1,{448.3221031763: 'C30'},10.0
30,42,3,1,{464.3170177963: 'C30'},10.0
30,42,4,1,{480.3119324163: 'C30'},10.0
30,43,0,0,{403.3370249645: 'C30'},9.0
30,43,1,0,{419.3319395845: 'C30'},9.0
30,43,2,0,{435.3268542045: 'C30'},9.0
30,43,3,0,{451.3217688245: 'C30'},9.0
30,43,4,0,{467.31668344450003: 'C30'},9.0
30,44,0,1,{418.3479240007: 'C30'},9.0
30,44,1,1,{434.3428386207: 'C30'},9.0
30,44,2,1,{450.3377532407: 'C30'},9.0
30,44,3,1,{466.3326678607: 'C30'},9.0
30,44,4,1,{482.3275824807: 'C30'},9.0
30,45,0,0,{405.3526750289: 'C30'},8.0
30,45,1,0,{421.3475896489: 'C30'},8.0
30,45,2,0,{437.34250426890003: 'C30'},8.0
30,45,3,0,{453.3374188889: 'C30'},8.0
30,45,4,0,{469.33233350890004: 'C30'},8.0
30,46,0,1,{420.3635740651: 'C30'},8.0
30,46,1,1,{436.3584886851: 'C30'},8.0
30,46,2,1,{452.3534033051: 'C30'},8.0
30,46,3,1,{468.3483179251: 'C30'},8.0
30,46,4,1,{484.3432325451: 'C30'},8.0
30,47,0,0,{407.3683250933: 'C30'},7.0
30,47,1,0,{423.36323971329995: 'C30'},7.0
30,47,2,0,{439.3581543333: 'C30'},7.0
30,47,3,0,{455.35306895329995: 'C30'},7.0
30,47,4,0,{471.3479835733: 'C30'},7.0
30,48,0,1,{422.37922412949996: 'C30'},7.0
30,48,1,1,{438.37413874949993: 'C30'},7.0
30,48,2,1,{454.36905336949997: 'C30'},7.0
30,48,3,1,{470.36396798949994: 'C30'},7.0
30,48,4,1,{486.3588826095: 'C30'},7.0
30,49,0,0,{409.3839751577: 'C30'},6.0
30,49,1,0,{425.37888977769995: 'C30'},6.0
30,49,2,0,{441.3738043977: 'C30'},6.0
30,49,3,0,{457.36871901769996: 'C30'},6.0
30,49,4,0,{473.3636336377: 'C30'},6.0
30,50,0,1,{424.39487419389997: 'C30'},6.0
30,50,1,1,{440.38978881389994: 'C30'},6.0
30,50,2,1,{456.3847034339: 'C30'},6.0
30,50,3,1,{472.37961805389995: 'C30'},6.0
30,50,4,1,{488.3745326739: 'C30'},6.0
30,51,0,0,{411.3996252221: 'C30'},5.0
30,51,1,0,{427.39453984209996: 'C30'},5.0
30,51,2,0,{443.3894544621: 'C30'},5.0
30,51,3,0,{459.38436908209997: 'C30'},5.0
30,51,4,0,{475.3792837021: 'C30'},5.0
30,52,0,1,{426.4105242583: 'C30'},5.0
30,52,1,1,{442.40543887829995: 'C30'},5.0
30,52,2,1,{458.4003534983: 'C30'},5.0
30,52,3,1,{474.39526811829995: 'C30'},5.0
30,52,4,1,{490.3901827383: 'C30'},5.0
30,53,0,0,{413.4152752865: 'C30'},4.0
30,53,1,0,{429.41018990649997: 'C30'},4.0
30,53,2,0,{445.4051045265: 'C30'},4.0
30,53,3,0,{461.4000191465: 'C30'},4.0
30,53,4,0,{477.3949337665: 'C30'},4.0
30,54,0,1,{428.4261743227: 'C30'},4.0
30,54,1,1,{444.42108894269995: 'C30'},4.0
30,54,2,1,{460.4160035627: 'C30'},4.0
30,54,3,1,{476.41091818269996: 'C30'},4.0
30,54,4,1,{492.4058328027: 'C30'},4.0
30,55,0,0,{415.4309253509: 'C30'},3.0
30,55,1,0,{431.4258399709: 'C30'},3.0
30,55,2,0,{447.4207545909: 'C30'},3.0
30,55,3,0,{463.4156692109: 'C30'},3.0
30,55,4,0,{479.4105838309: 'C30'},3.0
30,56,0,1,{430.4418243871: 'C30'},3.0
30,56,1,1,{446.43673900709996: 'C30'},3.0
30,56,2,1,{462.4316536271: 'C30'},3.0
30,56,3,1,{478.42656824709996: 'C30'},3.0
30,56,4,1,{494.4214828671: 'C30'},3.0
30,57,0,0,{417.4465754153: 'C30'},2.0
30,57,1,0,{433.4414900353: 'C30'},2.0
30,57,2,0,{449.4364046553: 'C30'},2.0
30,57,3,0,{465.4313192753: 'C30'},2.0
30,57,4,0,{481.4262338953: 'C30'},2.0
30,58,0,1,{432.4574744515: 'C30'},2.0
30,58,1,1,{448.45238907149997: 'C30'},2.0
30,58,2,1,{464.4473036915: 'C30'},2.0
30,58,3,1,{480.44221831149997: 'C30'},2.0
30,58,4,1,{496.4371329315: 'C30'},2.0
30,59,0,0,{419.4622254797: 'C30'},1.0
30,59,1,0,{435.4571400997: 'C30'},1.0
30,59,2,0,{451.4520547197: 'C30'},1.0
30,59,3,0,{467.4469693397: 'C30'},1.0
30,59,4,0,{483.4418839597: 'C30'},1.0
30,60,0,1,{434.4731245159: 'C30'},1.0
30,60,1,1,{450.46803913589997: 'C30'},1.0
30,60,2,1,{466.4629537559: 'C30'},1.0
30,60,3,1,{482.4578683759: 'C30'},1.0
30,60,4,1,{498.4527829959: 'C30'},1.0
30,61,0,0,{421.4778755441: 'C30'},0.0
30,61,1,0,{437.4727901641: 'C30'},0.0
30,61,2,0,{453.4677047841: 'C30'},0.0
30,61,3,0,{469.4626194041: 'C30'},0.0
30,61,4,0,{485.4575340241: 'C30'},0.0
30,62,0,1,{436.4887745803: 'C30'},0.0
30,62,1,1,{452.4836892003: 'C30'},0.0
30,62,2,1,{468.4786038203: 'C30'},0.0
30,62,3,1,{484.4735184403: 'C30'},0.0
30,62,4,1,{500.4684330603: 'C30'},0.0
31,25,0,0,{397.1961743849: 'C31'},19.0
31,25,1,0,{413.1910890049: 'C31'},19.0
31,25,2,0,{429.1860036249: 'C31'},19.0
31,25,3,0,{445.1809182449: 'C31'},19.0
31,25,4,0,{461.17583286490003: 'C31'},19.0
31,26,0,1,{412.2070734211: 'C31'},19.0
31,26,1,1,{428.2019880411: 'C31'},19.0
31,26,2,1,{444.1969026611: 'C31'},19.0
31,26,3,1,{460.1918172811: 'C31'},19.0
31,26,4,1,{476.1867319011: 'C31'},19.0
31,27,0,0,{399.21182444929997: 'C31'},18.0
31,27,1,0,{415.20673906929994: 'C31'},18.0
31,27,2,0,{431.2016536893: 'C31'},18.0
31,27,3,0,{447.19656830929995: 'C31'},18.0
31,27,4,0,{463.1914829293: 'C31'},18.0
31,28,0,1,{414.22272348549996: 'C31'},18.0
31,28,1,1,{430.21763810549993: 'C31'},18.0
31,28,2,1,{446.21255272549996: 'C31'},18.0
31,28,3,1,{462.20746734549994: 'C31'},18.0
31,28,4,1,{478.20238196549997: 'C31'},18.0
31,29,0,0,{401.2274745137: 'C31'},17.0
31,29,1,0,{417.22238913369995: 'C31'},17.0
31,29,2,0,{433.2173037537: 'C31'},17.0
31,29,3,0,{449.21221837369995: 'C31'},17.0
31,29,4,0,{465.2071329937: 'C31'},17.0
31,30,0,1,{416.23837354989996: 'C31'},17.0
31,30,1,1,{432.23328816989994: 'C31'},17.0
31,30,2,1,{448.22820278989997: 'C31'},17.0
31,30,3,1,{464.22311740989994: 'C31'},17.0
31,30,4,1,{480.2180320299: 'C31'},17.0
31,31,0,0,{403.2431245781: 'C31'},16.0
31,31,1,0,{419.23803919809995: 'C31'},16.0
31,31,2,0,{435.2329538181: 'C31'},16.0
31,31,3,0,{451.22786843809996: 'C31'},16.0
31,31,4,0,{467.2227830581: 'C31'},16.0
31,32,0,1,{418.25402361429997: 'C31'},16.0
31,32,1,1,{434.24893823429994: 'C31'},16.0
31,32,2,1,{450.2438528543: 'C31'},16.0
31,32,3,1,{466.23876747429995: 'C31'},16.0
31,32,4,1,{482.2336820943: 'C31'},16.0
31,33,0,0,{405.2587746425: 'C31'},15.0
31,33,1,0,{421.25368926249996: 'C31'},15.0
31,33,2,0,{437.2486038825: 'C31'},15.0
31,33,3,0,{453.24351850249997: 'C31'},15.0
31,33,4,0,{469.2384331225: 'C31'},15.0
31,34,0,1,{420.2696736787: 'C31'},15.0
31,34,1,1,{436.26458829869995: 'C31'},15.0
31,34,2,1,{452.2595029187: 'C31'},15.0
31,34,3,1,{468.25441753869995: 'C31'},15.0
31,34,4,1,{484.2493321587: 'C31'},15.0
31,35,0,0,{407.2744247069: 'C31'},14.0
31,35,1,0,{423.26933932689997: 'C31'},14.0
31,35,2,0,{439.2642539469: 'C31'},14.0
31,35,3,0,{455.2591685669: 'C31'},14.0
31,35,4,0,{471.2540831869: 'C31'},14.0
31,36,0,1,{422.2853237431: 'C31'},14.0
31,36,1,1,{438.28023836309995: 'C31'},14.0
31,36,2,1,{454.2751529831: 'C31'},14.0
31,36,3,1,{470.27006760309996: 'C31'},14.0
